Jobclass,Job,age,Education-level,marital-status,race,gender,hours-per-week,native-country,income
Self-emp-not-inc,Craft-repair,51,Some-college,Married-A-spouse,White,Male,20,United-States,<=50K
Private,Craft-repair,28,Assoc-voc,Divorced,Amer-Indian-Eskimo,Male,40,United-States,<=50K
Private,Sales,44,Bachelors,Married-A-spouse,White,Male,60,United-States,<=50K
Self-emp-not-inc,Prof-specialty,29,Bachelors,Never-married,Black,Male,40,United-States,<=50K
Private,Transport-moving,31,HS-grad,Divorced,White,Male,45,United-States,<=50K
Private,Craft-repair,27,Bachelors,Married-A-spouse,White,Male,45,United-States,>50K
Private,Exec-managerial,34,Bachelors,Married-A-spouse,White,Male,45,United-States,<=50K
Self-emp-inc,Prof-specialty,50,Prof-school,Married-A-spouse,Asian-Pac-Islander,Male,50,Philippines,>50K
Private,Handlers-cleaners,27,Some-college,Married-A-spouse,White,Male,40,United-States,>50K
Private,Adm-clerical,31,Assoc-voc,Never-married,Black,Female,40,United-States,<=50K
Private,Craft-repair,46,Assoc-acdm,Married-A-spouse,White,Male,40,United-States,>50K
Private,Adm-clerical,39,Some-college,Never-married,Asian-Pac-Islander,Female,40,United-States,<=50K
Private,Sales,40,Bachelors,Married-A-spouse,White,Male,55,United-States,>50K
Private,Sales,28,11th,Divorced,White,Male,40,United-States,<=50K
Private,Sales,18,HS-grad,Never-married,White,Female,40,United-States,<=50K
Private,Adm-clerical,51,HS-grad,Divorced,White,Female,40,United-States,<=50K
Self-emp-inc,Sales,58,HS-grad,Divorced,White,Male,50,United-States,<=50K
Private,Sales,66,HS-grad,Married-A-spouse,White,Male,40,United-States,<=50K
Self-emp-not-inc,Other-service,36,HS-grad,Married-A-spouse,Asian-Pac-Islander,Female,20,South,<=50K
Private,Handlers-cleaners,38,11th,Divorced,White,Female,60,United-States,<=50K
Private,Exec-managerial,25,Assoc-acdm,Never-married,White,Male,40,United-States,<=50K
Private,Other-service,25,HS-grad,Never-married,White,Female,22,United-States,<=50K
Private,Handlers-cleaners,90,11th,Never-married,White,Male,40,United-States,<=50K
Local-gov,Adm-clerical,41,Some-college,Divorced,White,Female,40,United-States,<=50K
?,?,34,HS-grad,Never-married,Black,Female,40,United-States,<=50K
Private,Prof-specialty,33,Bachelors,Divorced,White,Female,40,Germany,<=50K
Private,Adm-clerical,33,HS-grad,Never-married,White,Female,40,United-States,<=50K
Private,Exec-managerial,35,Bachelors,Married-A-spouse,White,Male,45,United-States,>50K
Self-emp-not-inc,Craft-repair,39,HS-grad,Never-married,Black,Female,20,United-States,<=50K
Private,Sales,59,HS-grad,Married-A-spouse,White,Male,60,United-States,<=50K
Private,Tech-support,19,Some-college,Never-married,White,Male,16,United-States,<=50K
Private,Sales,39,HS-grad,Married-A-spouse,White,Male,38,United-States,<=50K
?,?,19,Some-college,Never-married,White,Male,40,United-States,<=50K
Private,Handlers-cleaners,27,HS-grad,Never-married,White,Female,40,United-States,<=50K
Private,Craft-repair,52,7th-8th,Married-A-spouse,White,Male,40,United-States,<=50K
Self-emp-not-inc,Other-service,59,HS-grad,Divorced,White,Female,24,United-States,<=50K
Private,Craft-repair,28,Some-college,Divorced,White,Female,40,United-States,<=50K
Private,Other-service,37,HS-grad,Divorced,White,Female,50,Peru,<=50K
?,?,50,10th,Married-A-spouse,White,Male,99,United-States,<=50K
Private,Exec-managerial,36,Bachelors,Married-A-spouse,White,Male,50,United-States,>50K
Private,Prof-specialty,34,Bachelors,Married-A-spouse,White,Male,60,United-States,>50K
Private,Adm-clerical,23,Some-college,Never-married,White,Male,40,United-States,<=50K
?,?,19,11th,Never-married,White,Female,30,United-States,<=50K
Private,Craft-repair,33,HS-grad,Divorced,White,Male,84,United-States,<=50K
Local-gov,Prof-specialty,27,Masters,Never-married,White,Male,52,United-States,<=50K
Local-gov,Prof-specialty,31,Masters,Married-A-spouse,White,Male,40,United-States,<=50K
Private,Machine-op-inspct,21,10th,Married-A-spouse,White,Male,36,United-States,<=50K
Private,Exec-managerial,31,HS-grad,Married-A-spouse,White,Male,54,United-States,<=50K
Private,Handlers-cleaners,59,HS-grad,Married-A-spouse,White,Male,40,United-States,>50K
Local-gov,Prof-specialty,40,Masters,Married-A-spouse,White,Male,48,United-States,>50K
Private,Handlers-cleaners,19,11th,Never-married,White,Male,40,United-States,<=50K
Private,Transport-moving,47,HS-grad,Married-A-spouse,White,Male,50,United-States,<=50K
Private,Craft-repair,34,Bachelors,Never-married,White,Male,40,United-States,<=50K
Private,Other-service,57,HS-grad,Married-A-spouse,White,Male,78,United-States,<=50K
Local-gov,Transport-moving,51,9th,Married-A-spouse,Black,Male,40,United-States,<=50K
Private,Handlers-cleaners,21,Some-college,Never-married,White,Male,20,United-States,<=50K
Self-emp-inc,Sales,30,Some-college,Married-A-spouse,White,Male,50,United-States,<=50K
Private,Handlers-cleaners,46,Some-college,Divorced,White,Male,45,United-States,<=50K
Private,Sales,40,Bachelors,Never-married,White,Female,45,United-States,<=50K
Private,Other-service,52,Preschool,Married-A-spouse,White,Male,40,El-Salvador,<=50K
Private,Sales,23,Bachelors,Never-married,Asian-Pac-Islander,Male,50,Taiwan,<=50K
?,?,90,Bachelors,Widowed,White,Female,10,United-States,<=50K
Private,Adm-clerical,25,HS-grad,Never-married,White,Female,50,United-States,<=50K
Private,Transport-moving,43,Some-college,Divorced,White,Male,45,United-States,<=50K
State-gov,Protective-serv,38,Some-college,Divorced,Amer-Indian-Eskimo,Female,40,United-States,>50K
Private,Other-service,22,Assoc-voc,Never-married,White,Female,30,United-States,<=50K
Local-gov,Adm-clerical,33,Bachelors,Never-married,White,Female,40,United-States,<=50K
Private,Prof-specialty,34,Some-college,Married-A-spouse,White,Male,40,United-States,>50K
Private,Transport-moving,65,Assoc-voc,Married-A-spouse,White,Male,20,United-States,<=50K
Private,Tech-support,50,HS-grad,Never-married,White,Male,15,United-States,<=50K
Private,Sales,29,Bachelors,Never-married,White,Male,48,United-States,<=50K
Private,Transport-moving,25,HS-grad,Married-A-spouse,White,Male,40,United-States,<=50K
Private,Adm-clerical,54,Some-college,Divorced,White,Female,40,United-States,<=50K
Private,Adm-clerical,49,HS-grad,Married-A-spouse,White,Male,40,United-States,>50K
Private,Machine-op-inspct,44,Some-college,Married-A-spouse,White,Male,40,United-States,<=50K
Private,Other-service,24,9th,Divorced,White,Female,40,United-States,<=50K
Private,Sales,25,Bachelors,Never-married,White,Male,38,United-States,<=50K
Local-gov,Transport-moving,65,HS-grad,Married-A-spouse,White,Male,20,United-States,<=50K
Self-emp-not-inc,Exec-managerial,56,HS-grad,Married-A-spouse,Black,Male,45,United-States,<=50K
Self-emp-not-inc,Prof-specialty,39,Prof-school,Married-A-spouse,White,Male,60,United-States,>50K
Private,Prof-specialty,23,Bachelors,Never-married,White,Female,40,United-States,<=50K
Private,Other-service,20,Some-college,Never-married,White,Female,20,United-States,<=50K
Private,Craft-repair,24,5th-6th,Never-married,White,Male,40,El-Salvador,<=50K
Private,Exec-managerial,41,Some-college,Married-A-spouse,White,Male,50,United-States,>50K
Self-emp-inc,Farming-fishing,40,Some-college,Married-A-spouse,White,Male,50,United-States,<=50K
Private,Craft-repair,55,HS-grad,Married-A-spouse,White,Male,50,United-States,>50K
Private,Adm-clerical,38,HS-grad,Divorced,White,Female,48,United-States,<=50K
Private,Adm-clerical,23,HS-grad,Never-married,Black,Female,40,United-States,<=50K
Private,Exec-managerial,44,Bachelors,Married-A-spouse,White,Male,50,United-States,<=50K
Private,Craft-repair,45,Some-college,Married-A-spouse,White,Male,40,United-States,>50K
Self-emp-not-inc,Adm-clerical,20,Some-college,Never-married,White,Female,12,Germany,<=50K
Private,Other-service,29,HS-grad,Never-married,White,Male,40,United-States,<=50K
State-gov,Protective-serv,43,HS-grad,Married-A-spouse,White,Male,40,United-States,<=50K
Private,Machine-op-inspct,30,12th,Divorced,White,Male,40,United-States,<=50K
State-gov,Adm-clerical,28,Some-college,Never-married,White,Female,38,United-States,<=50K
Private,Exec-managerial,31,HS-grad,Married-A-spouse,White,Male,40,United-States,>50K
Private,Craft-repair,52,HS-grad,Divorced,White,Female,40,United-States,<=50K
Private,Prof-specialty,36,Bachelors,Married-A-spouse,White,Female,50,Iran,>50K
Private,Craft-repair,38,HS-grad,Married-A-spouse,White,Male,45,United-States,<=50K
?,?,66,Some-college,Married-A-spouse,White,Male,40,United-States,<=50K
Self-emp-not-inc,Farming-fishing,63,Assoc-voc,Married-A-spouse,White,Male,40,United-States,<=50K
Private,Other-service,21,Some-college,Never-married,White,Male,35,United-States,<=50K
State-gov,Adm-clerical,33,HS-grad,Divorced,White,Male,40,United-States,<=50K
State-gov,Prof-specialty,46,Some-college,Divorced,White,Female,50,United-States,<=50K
?,?,20,Some-college,Never-married,White,Male,20,United-States,<=50K
Self-emp-inc,Sales,47,Bachelors,Never-married,White,Male,60,United-States,<=50K
Private,Prof-specialty,33,Doctorate,Married-A-spouse,White,Male,55,United-States,>50K
?,?,66,7th-8th,Never-married,Black,Male,30,United-States,<=50K
Private,Adm-clerical,20,Some-college,Never-married,White,Female,30,?,<=50K
Private,Handlers-cleaners,28,HS-grad,Divorced,White,Male,40,United-States,<=50K
Private,Priv-house-serv,46,HS-grad,Divorced,White,Female,28,Ecuador,<=50K
Private,Sales,25,Some-college,Married-A-spouse,Black,Male,45,United-States,<=50K
Private,Craft-repair,37,HS-grad,Married-A-spouse,White,Male,40,United-States,<=50K
Self-emp-not-inc,Craft-repair,31,9th,Married-A-spouse,White,Male,60,United-States,<=50K
Private,Craft-repair,49,HS-grad,Married-A-spouse,White,Male,40,United-States,<=50K
State-gov,Tech-support,22,Some-college,Married-C-spouse,White,Male,20,United-States,<=50K
Private,Other-service,52,Assoc-voc,Married-A-spouse,White,Female,20,United-States,>50K
Private,Exec-managerial,29,Assoc-acdm,Married-A-spouse,White,Female,50,United-States,<=50K
Private,Other-service,18,11th,Never-married,White,Female,20,United-States,<=50K
Local-gov,Exec-managerial,31,Some-college,Married-A-spouse,White,Male,35,United-States,<=50K
Private,Other-service,23,Some-college,Never-married,Asian-Pac-Islander,Female,35,Vietnam,<=50K
?,?,27,Assoc-voc,Married-A-spouse,Amer-Indian-Eskimo,Female,40,United-States,>50K
Self-emp-not-inc,Sales,54,10th,Married-A-spouse,White,Male,65,United-States,<=50K
Local-gov,Other-service,50,HS-grad,Divorced,White,Female,49,Dominican-Republic,<=50K
Private,Tech-support,46,Masters,Married-A-spouse,White,Male,40,?,>50K
Private,Farming-fishing,24,Bachelors,Never-married,White,Female,40,United-States,<=50K
?,?,17,11th,Never-married,White,Female,18,United-States,<=50K
Self-emp-inc,Other-service,49,HS-grad,Separated,White,Male,45,United-States,<=50K
Local-gov,Craft-repair,54,HS-grad,Married-A-spouse,White,Male,40,United-States,>50K
Private,Exec-managerial,41,Bachelors,Married-A-spouse,White,Male,60,United-States,>50K
Private,Adm-clerical,49,HS-grad,Married-A-spouse,White,Male,40,United-States,<=50K
Local-gov,Prof-specialty,36,Bachelors,Never-married,White,Female,35,United-States,<=50K
Private,Transport-moving,23,HS-grad,Never-married,Black,Male,40,Haiti,<=50K
Private,Other-service,63,Some-college,Widowed,White,Female,40,United-States,<=50K
Private,Sales,67,HS-grad,Married-A-spouse,White,Male,40,Canada,>50K
Private,Craft-repair,23,HS-grad,Never-married,White,Male,40,United-States,<=50K
Private,Prof-specialty,22,Bachelors,Never-married,White,Male,40,United-States,<=50K
Private,Adm-clerical,66,Assoc-voc,Married-A-spouse,White,Male,30,United-States,<=50K
Private,Craft-repair,25,11th,Married-A-spouse,White,Male,50,United-States,<=50K
Private,Machine-op-inspct,30,Some-college,Divorced,White,Female,20,United-States,<=50K
Private,Transport-moving,35,HS-grad,Married-A-spouse,White,Male,40,United-States,<=50K
Self-emp-not-inc,Exec-managerial,67,7th-8th,Married-A-spouse,White,Male,40,United-States,<=50K
Private,Craft-repair,30,12th,Never-married,Black,Male,40,United-States,<=50K
Private,Machine-op-inspct,26,Some-college,Never-married,Black,Female,38,United-States,<=50K
Private,Machine-op-inspct,34,HS-grad,Married-A-spouse,White,Male,40,United-States,<=50K
Private,Sales,21,Some-college,Never-married,White,Male,40,United-States,<=50K
Private,Craft-repair,18,12th,Never-married,White,Male,10,United-States,<=50K
Private,Craft-repair,21,HS-grad,Never-married,White,Male,40,United-States,<=50K
Self-emp-inc,Prof-specialty,76,9th,Married-A-spouse,White,Male,40,United-States,<=50K
Federal-gov,Protective-serv,51,Some-college,Married-A-spouse,Asian-Pac-Islander,Male,70,?,<=50K
Private,Machine-op-inspct,26,HS-grad,Married-A-spouse,White,Female,56,United-States,<=50K
Private,Other-service,18,12th,Never-married,White,Female,25,United-States,<=50K
?,?,18,11th,Never-married,White,Male,40,United-States,<=50K
Private,Machine-op-inspct,34,Assoc-voc,Married-A-spouse,White,Male,50,United-States,<=50K
Private,Exec-managerial,59,HS-grad,Divorced,White,Female,40,United-States,<=50K
Private,Exec-managerial,55,Bachelors,Separated,White,Male,45,United-States,>50K
Self-emp-not-inc,Farming-fishing,33,Some-college,Never-married,White,Male,72,United-States,<=50K
Private,Other-service,25,HS-grad,Never-married,White,Female,10,United-States,<=50K
Private,Machine-op-inspct,48,HS-grad,Widowed,White,Female,10,United-States,<=50K
Private,Sales,64,Bachelors,Divorced,White,Female,5,United-States,<=50K
Local-gov,Prof-specialty,47,Masters,Never-married,White,Female,45,United-States,>50K
Private,Tech-support,26,Some-college,Never-married,White,Female,40,United-States,<=50K
Private,Prof-specialty,36,Assoc-acdm,Married-A-spouse,White,Male,48,United-States,>50K
Private,Farming-fishing,21,HS-grad,Married-A-spouse,White,Male,40,United-States,<=50K
?,?,54,7th-8th,Never-married,White,Female,25,United-States,<=50K
Private,Machine-op-inspct,30,HS-grad,Never-married,White,Male,44,United-States,<=50K
Self-emp-not-inc,Craft-repair,41,HS-grad,Divorced,White,Male,40,United-States,<=50K
?,?,53,Masters,Never-married,White,Female,35,United-States,>50K
Private,Sales,34,Some-college,Never-married,Black,Male,30,United-States,<=50K
?,?,20,Some-college,Never-married,White,Female,35,United-States,<=50K
Private,Sales,24,10th,Never-married,White,Male,49,El-Salvador,<=50K
Private,Prof-specialty,26,Bachelors,Never-married,White,Female,20,United-States,<=50K
Private,Adm-clerical,25,HS-grad,Never-married,White,Female,48,United-States,<=50K
Private,Sales,35,Some-college,Divorced,White,Female,36,United-States,<=50K
Private,Craft-repair,41,Some-college,Divorced,White,Male,40,United-States,>50K
Private,Craft-repair,33,11th,Never-married,White,Male,40,United-States,<=50K
Private,Other-service,18,Some-college,Never-married,White,Female,25,United-States,<=50K
Self-emp-inc,Adm-clerical,27,HS-grad,Separated,White,Male,38,United-States,<=50K
Private,Other-service,32,HS-grad,Divorced,White,Female,35,United-States,<=50K
Local-gov,Other-service,51,HS-grad,Never-married,Black,Male,40,United-States,<=50K
Private,Adm-clerical,38,Assoc-voc,Divorced,Black,Female,40,United-States,<=50K
Local-gov,Transport-moving,41,Some-college,Married-A-spouse,White,Female,25,United-States,<=50K
Private,Craft-repair,26,Some-college,Married-A-spouse,White,Male,40,United-States,<=50K
Self-emp-not-inc,Exec-managerial,38,Assoc-voc,Divorced,White,Male,35,United-States,<=50K
Private,Exec-managerial,54,9th,Married-A-spouse,White,Male,45,United-States,>50K
Private,Prof-specialty,30,Bachelors,Never-married,White,Female,60,Outlying-US(Guam-USVI-etc),<=50K
Private,Exec-managerial,31,Some-college,Widowed,White,Female,30,United-States,<=50K
State-gov,Prof-specialty,26,Bachelors,Never-married,White,Male,40,United-States,<=50K
Self-emp-not-inc,Prof-specialty,75,Doctorate,Married-A-spouse,White,Male,3,United-States,<=50K
Private,Transport-moving,29,Masters,Never-married,Black,Male,40,United-States,<=50K
Private,Exec-managerial,61,HS-grad,Married-A-spouse,White,Male,50,United-States,>50K
Private,Sales,24,Some-college,Separated,White,Female,45,United-States,<=50K
?,?,22,12th,Never-married,White,Male,30,United-States,<=50K
Private,Prof-specialty,34,Assoc-acdm,Never-married,White,Male,40,United-States,<=50K
Private,Craft-repair,42,Some-college,Divorced,White,Male,40,United-States,<=50K
Private,Craft-repair,24,11th,Never-married,White,Male,40,United-States,<=50K
Self-emp-not-inc,Sales,42,Assoc-acdm,Married-A-spouse,White,Male,40,?,<=50K
Federal-gov,Craft-repair,27,HS-grad,Never-married,Black,Male,40,United-States,<=50K
Local-gov,Prof-specialty,39,Bachelors,Married-A-spouse,White,Female,50,United-States,>50K
Private,Handlers-cleaners,20,HS-grad,Never-married,White,Male,40,United-States,<=50K
Private,Other-service,51,11th,Never-married,Black,Female,40,United-States,<=50K
Private,Sales,68,Bachelors,Married-A-spouse,White,Male,30,United-States,<=50K
Federal-gov,Machine-op-inspct,28,HS-grad,Never-married,White,Male,48,United-States,<=50K
